obs_id,recorded_time,sidereal,utc_time,name,lat,long,cmd,outlier,type,x,y,rising,l0,b0,p,incl,incl_obs,incl_diff,err,r_sun,modified,complemented
0,1788-06-04 07:29:45,FALSE,1788-06-04 07:08:57.411492,A,-23.47,130.83,55.87,FALSE,ec,,,,74.95,0.15,-13.98,50.54,,,,,FALSE,FALSE
0,1788-06-04 07:32:37,FALSE,1788-06-04 07:11:49.411492,B,-27.34,121.84,46.91,FALSE,ec,,,,74.93,0.15,-13.98,50.55,,,,,FALSE,FALSE
0,1788-06-04 07:33:12,FALSE,1788-06-04 07:12:24.411492,C,-28.43,120.24,45.32,FALSE,ec,,,,74.92,0.15,-13.98,50.55,,,,,FALSE,FALSE
0,1788-06-04 08:28:29,FALSE,1788-06-04 08:07:41.411492,D,-15.84,9.81,-64.6,FALSE,ec,,,,74.41,0.15,-13.97,49.71,,,,,FALSE,FALSE
1,1795-02-12 11:41:29.000000,FALSE,1795-02-12 11:37:21.554501,t,11.34,226.1,11.09,FALSE,ob,0.27,0.24,TRUE,215.02,-6.84,-16.9,-3.88,,0.47,-1.7,66.47,FALSE,FALSE
2,1795-03-03 12:28:00.000000,FALSE,1795-03-03 12:21:27.832571,t,-7.52,293.08,-31.28,FALSE,ob,-0.48,0.18,FALSE,324.36,-7.25,-22.52,6.38,,0.57,1.06,65.49,FALSE,FALSE
3,1795-03-03 12:32:03.000000,FALSE,1795-03-03 12:25:30.832571,t,-7.79,293.44,-30.88,FALSE,ob,-0.48,0.17,FALSE,324.33,-7.25,-22.52,7.28,,0.56,1.06,64.99,FALSE,FALSE
4,1795-03-03 12:35:58.500000,FALSE,1795-03-03 12:29:26.332571,t,-7.16,294.22,-30.07,FALSE,ob,-0.47,0.18,FALSE,324.29,-7.25,-22.52,8.16,,0.63,-1.12,64.99,TRUE,FALSE
5,1795-03-03 12:40:47.000000,FALSE,1795-03-03 12:34:14.832571,t,-7.55,293.07,-31.17,FALSE,ob,-0.48,0.18,FALSE,324.25,-7.25,-22.52,9.23,,0.62,-1.87,64.97,TRUE,FALSE
9,1795-03-04 12:44:33.000000,FALSE,1795-03-04 12:37:47.375873,t_petite,2.73,279.16,-31.87,FALSE,ob,-0.43,0.35,FALSE,311.04,-7.25,-22.75,10.11,,0.52,-0.67,65,FALSE,FALSE
9,1795-03-04 12:44:33.000000,FALSE,1795-03-04 12:37:47.375873,t_grande,-7.36,293.61,-17.43,FALSE,ob,-0.28,0.11,FALSE,311.04,-7.25,-22.75,10.11,,0.52,0,65,FALSE,FALSE
10,1795-03-04 12:49:21.000000,FALSE,1795-03-04 12:42:35.375873,t_grande,-8.2,293.79,-17.2,FALSE,ob,-0.28,0.09,FALSE,310.99,-7.25,-22.76,11.16,,0.52,0.97,64.99,FALSE,FALSE
10,1795-03-04 12:49:21.000000,FALSE,1795-03-04 12:42:35.375873,t_petite,0.89,279.48,-31.51,FALSE,ob,-0.43,0.32,FALSE,310.99,-7.25,-22.76,11.16,,0.52,0.64,65,FALSE,FALSE
11,1795-03-04 12:55:34.000000,FALSE,1795-03-04 12:48:48.375873,t_grande,-6.41,293.69,-17.25,FALSE,ob,-0.27,0.12,FALSE,310.94,-7.25,-22.76,12.5,,0.5,0.5,65.5,FALSE,FALSE
11,1795-03-04 12:55:34.000000,FALSE,1795-03-04 12:48:48.375873,t_petite,2.22,279.53,-31.41,FALSE,ob,-0.42,0.34,FALSE,310.94,-7.25,-22.76,12.5,,0.5,0.66,65.5,FALSE,FALSE
6,1795-03-04 01:01:58.500000,FALSE,1795-03-04 12:55:12.875873,t_grande,-7.65,294.32,-16.55,FALSE,ob,-0.27,0.1,FALSE,310.88,-7.25,-22.76,13.87,,0.53,-2,64.96,TRUE,FALSE
7,1795-03-04 01:06:12.000000,FALSE,1795-03-04 12:59:26.375873,t_grande,-8.31,293.61,-17.23,FALSE,ob,-0.28,0.09,FALSE,310.84,-7.25,-22.76,14.76,,0.53,-1.61,64.97,TRUE,FALSE
12,1795-03-05 12:26:51.000000,FALSE,1795-03-05 12:19:51.466427,t,-6.56,293.9,-4.12,FALSE,ob,-0.06,0.04,FALSE,298.02,-7.24,-22.98,6.18,,0.5,-0.46,65,FALSE,FALSE
13,1795-03-05 12:30:34.000000,FALSE,1795-03-05 12:23:34.466427,t,-7.21,294.6,-3.39,FALSE,ob,-0.05,0.02,FALSE,297.99,-7.24,-22.98,7.03,,0.51,0.9,65.49,FALSE,FALSE
14,1795-03-05 12:35:06.000000,FALSE,1795-03-05 12:28:06.466427,t,-6.97,293.95,-4,FALSE,ob,-0.06,0.03,FALSE,297.95,-7.24,-22.98,8.05,,0.5,0.91,64.99,FALSE,FALSE
15,1795-03-05 12:39:38.000000,FALSE,1795-03-05 12:32:38.466427,t,-7.91,295.28,-2.62,FALSE,ob,-0.05,0.01,FALSE,297.91,-7.24,-22.98,9.07,,0.49,-1.31,64.98,FALSE,FALSE
16,1795-03-05 12:43:44.000000,FALSE,1795-03-05 12:36:44.466427,t,-9.11,293.83,-4.04,FALSE,ob,-0.08,0,FALSE,297.87,-7.24,-22.98,9.98,,0.49,-2.64,64.93,FALSE,FALSE
17,1795-03-07 12:49:39.000000,FALSE,1795-03-07 12:42:10.379560,t,-8.09,295.43,23.96,FALSE,ob,0.36,-0.18,FALSE,271.47,-7.23,-23.41,11.41,,0.6,1.49,64.98,TRUE,FALSE
20,1796-07-05 09:19:14.000000,FALSE,1796-07-05 09:04:41.714171,t_B,6.14,290.03,-46.67,FALSE,hv,-0.72,0.07,TRUE,336.69,3.7,-0.27,-46.58,,0.32,,71.18,TRUE,TRUE
21,1796-07-05 09:24:11.000000,FALSE,1796-07-05 09:09:38.714171,t_A,-5.69,29.29,52.64,FALSE,hv,0.79,-0.14,TRUE,336.65,3.7,-0.27,-46.08,-46.33,0.41,,68.71,FALSE,FALSE
21,1796-07-05 09:24:11.000000,FALSE,1796-07-05 09:09:38.714171,t_B,6.51,285.68,-50.97,FALSE,hv,-0.77,0.08,TRUE,336.65,3.7,-0.27,-46.08,-46.33,0.41,,68.71,FALSE,FALSE
22,1796-07-05 09:30:23.000000,FALSE,1796-07-05 09:15:50.714171,t_B,5.63,284.89,-51.7,FALSE,hv,-0.78,0.06,TRUE,336.59,3.7,-0.27,-45.4,-45.44,0.46,,68.76,TRUE,FALSE
22,1796-07-05 09:30:23.000000,FALSE,1796-07-05 09:15:50.714171,t_A,-6.14,29.65,53.06,FALSE,hv,0.79,-0.15,TRUE,336.59,3.7,-0.27,-45.4,-45.44,0.46,,68.76,TRUE,FALSE
26,1796-07-07 09:01:09.000000,FALSE,1796-07-07 08:46:56.448878,t_B,5.88,285.63,-24.76,FALSE,hv,-0.42,0.04,TRUE,310.39,3.91,0.64,-47.93,-46.46,0.3,,69.23,FALSE,FALSE
27,1796-07-07 09:08:06.000000,FALSE,1796-07-07 08:53:53.448878,t_B,8.12,283.19,-27.14,FALSE,hv,-0.45,0.08,TRUE,310.32,3.91,0.64,-47.39,-48.66,0.35,,68.7,FALSE,FALSE
23,1796-07-07 06:35:55.300000,FALSE,1796-07-07 18:21:42.748878,t_B,5.44,284.38,-20.73,FALSE,hv,-0.35,0.03,FALSE,305.11,3.95,0.82,45.6,45.15,0.25,,68.77,TRUE,FALSE
24,1796-07-07 06:42:12.000000,FALSE,1796-07-07 18:27:59.448878,t_B,5.45,285.21,-19.84,FALSE,hv,-0.34,0.03,FALSE,305.05,3.95,0.82,45.16,45.15,0.27,,68.77,FALSE,FALSE
25,1796-07-07 06:48:43.000000,FALSE,1796-07-07 18:34:30.448878,t_B,5.24,285.95,-19.04,FALSE,hv,-0.33,0.02,FALSE,304.99,3.95,0.82,44.69,45.58,0.33,,69.29,FALSE,FALSE
28,1796-07-08 06:00:07.000000,FALSE,1796-07-08 05:46:03.728507,t_B,6.18,289.02,-9.8,FALSE,hv,-0.17,0.04,TRUE,298.82,4,1.04,-47.77,-49.69,0.27,,68.25,FALSE,FALSE
29,1796-07-08 06:05:57.000000,FALSE,1796-07-08 05:51:53.728507,t_B,5.36,285.07,-13.69,FALSE,hv,-0.24,0.02,TRUE,298.76,4,1.04,-48.07,-50.51,0.18,,68.68,FALSE,FALSE
30,1796-07-08 06:12:18.000000,FALSE,1796-07-08 05:58:14.728507,t_B,5.35,285.09,-13.61,FALSE,hv,-0.23,0.02,TRUE,298.7,4,1.04,-48.37,-50.19,0.18,,69.14,FALSE,FALSE
31,1796-07-08 06:17:41.000000,FALSE,1796-07-08 06:03:37.728507,t_B,5.77,285.05,-13.61,FALSE,hv,-0.23,0.03,TRUE,298.66,4,1.04,-48.62,-50.22,0.18,,68.78,FALSE,FALSE
32,1796-07-08 06:33:37.000000,FALSE,1796-07-08 18:19:33.728507,t_B,6.04,285.78,-6.11,FALSE,hv,-0.11,0.03,FALSE,291.89,4.05,1.28,45.75,46.03,0.24,,68.73,TRUE,FALSE
33,1796-07-08 06:38:14.000000,FALSE,1796-07-08 18:24:10.728507,t_B,6.65,285.96,-5.89,FALSE,hv,-0.1,0.04,FALSE,291.85,4.05,1.28,45.43,45.88,0.24,,68.92,FALSE,FALSE
34,1796-07-08 06:43:08.000000,FALSE,1796-07-08 18:29:04.728507,t_B,5.6,286.6,-5.2,FALSE,hv,-0.09,0.03,FALSE,291.8,4.05,1.28,45.09,45.44,0.24,,69.11,FALSE,FALSE
35,1796-07-08 06:48:14.000000,FALSE,1796-07-08 18:34:10.728507,t_B,6.03,285.26,-6.5,FALSE,hv,-0.11,0.03,FALSE,291.76,4.05,1.28,44.71,46.03,0.27,,69.09,FALSE,FALSE
38,1796-07-09 06:15:57.500000,FALSE,1796-07-09 06:02:03.087411,t,5.04,287.97,2.53,FALSE,hv,0.04,0.02,TRUE,285.44,4.1,1.5,-48.51,-51.15,0.17,,69.31,TRUE,FALSE
40,1796-07-09 06:22:08.000000,FALSE,1796-07-09 06:08:13.587411,t,5.52,285.12,-0.26,FALSE,hv,-0.01,0.02,TRUE,285.38,4.1,1.5,-48.78,-51.47,0.15,,68.84,FALSE,FALSE
36,1796-07-09 06:09:46.500000,FALSE,1796-07-09 17:55:52.087411,t,5.17,285.65,6.77,FALSE,hv,0.12,0.02,FALSE,278.88,4.15,1.72,47.2,45.59,0.25,,68.22,FALSE,FALSE
37,1796-07-09 06:15:39.000000,FALSE,1796-07-09 18:01:44.587411,t,5.81,285.41,6.58,FALSE,hv,0.11,0.03,FALSE,278.82,4.15,1.73,46.86,45.15,0.21,,68.41,FALSE,FALSE
39,1796-07-09 06:21:19.000000,FALSE,1796-07-09 18:07:24.587411,t,6.02,285.19,6.42,FALSE,hv,0.11,0.04,FALSE,278.77,4.15,1.73,46.52,44.41,0.21,,68.58,FALSE,FALSE
41,1796-07-09 06:26:11.000000,FALSE,1796-07-09 18:12:16.587411,t,6.22,285.4,6.67,FALSE,hv,0.11,0.04,FALSE,278.73,4.15,1.73,46.22,44.26,0.24,,68.4,FALSE,FALSE
46,1796-07-10 06:26:40.500000,FALSE,1796-07-10 06:12:54.506278,t,6.08,285.75,13.65,FALSE,hv,0.23,0.04,TRUE,272.1,4.2,1.96,-48.93,-50.22,0.14,,68.78,FALSE,FALSE
47,1796-07-10 06:32:01.000000,FALSE,1796-07-10 06:18:15.006278,t,5.65,285.69,13.64,FALSE,hv,0.23,0.04,TRUE,272.05,4.2,1.96,-49.13,-51.34,0.13,,68.72,TRUE,FALSE
48,1796-07-10 06:38:15.000000,FALSE,1796-07-10 06:24:29.006278,t,5.47,285.34,13.34,FALSE,hv,0.23,0.03,TRUE,272,4.2,1.96,-49.35,-50.93,0.13,,68.71,FALSE,FALSE
49,1796-07-10 06:46:31.000000,FALSE,1796-07-10 06:32:45.006278,t,5.65,285.65,13.73,FALSE,hv,0.24,0.04,TRUE,271.92,4.2,1.96,-49.61,-51.91,0.1,,68.47,FALSE,FALSE
42,1796-07-10 06:04:45.000000,FALSE,1796-07-10 17:50:59.006278,t,6.41,285.11,19.42,FALSE,hv,0.33,0.05,FALSE,265.69,4.24,2.18,47.45,46.33,0.19,,68.71,FALSE,FALSE
43,1796-07-10 06:09:49.500000,FALSE,1796-07-10 17:56:03.506278,t,5.95,285.97,20.33,FALSE,hv,0.34,0.05,FALSE,265.64,4.24,2.18,47.17,47.52,0.2,,68.21,FALSE,FALSE
44,1796-07-10 06:18:06.000000,FALSE,1796-07-10 18:04:20.006278,t,6.17,285.66,20.1,FALSE,hv,0.34,0.05,FALSE,265.57,4.24,2.18,46.69,46.77,0.2,,68.49,FALSE,FALSE
45,1796-07-10 06:23:16.000000,FALSE,1796-07-10 18:09:30.006278,t,5.98,285.42,19.9,FALSE,hv,0.34,0.05,FALSE,265.52,4.24,2.18,46.38,47.22,0.21,,68.26,FALSE,FALSE
50,1796-07-11 06:59:38.000000,FALSE,1796-07-11 06:45:59.967718,t_B,5.43,285.43,26.86,FALSE,hv,0.45,0.05,TRUE,258.57,4.3,2.42,-49.9,-49.24,0.08,,68.55,FALSE,FALSE
51,1796-07-11 07:05:56.000000,FALSE,1796-07-11 06:52:17.967718,t_B,5.76,286.09,27.58,FALSE,hv,0.46,0.05,TRUE,258.51,4.3,2.42,-50.02,-50.93,0.07,,68.71,FALSE,FALSE
52,1796-07-11 07:12:06.000000,FALSE,1796-07-11 06:58:27.967718,t_B,5.8,285.48,27.03,FALSE,hv,0.45,0.05,TRUE,258.45,4.3,2.43,-50.13,-50.64,0.05,,68.81,FALSE,FALSE
52,1796-07-11 07:12:06.000000,FALSE,1796-07-11 06:58:27.967718,t_C,13.88,209.29,-49.16,FALSE,hv,-0.74,0.16,TRUE,258.45,4.3,2.43,-50.13,-50.64,0.05,,68.81,FALSE,FALSE
52,1796-07-11 07:12:06.000000,FALSE,1796-07-11 06:58:27.967718,t_D,13.75,205.23,-53.22,FALSE,hv,-0.79,0.16,TRUE,258.45,4.3,2.43,-50.13,-50.64,0.05,,68.81,FALSE,FALSE
53,1796-07-11 07:18:19.000000,FALSE,1796-07-11 07:04:40.967718,t_B,5.4,285.13,26.74,FALSE,hv,0.45,0.05,TRUE,258.39,4.3,2.43,-50.21,-51.79,0.04,,68.36,FALSE,FALSE
53,1796-07-11 07:18:19.000000,FALSE,1796-07-11 07:04:40.967718,t_C,12.64,209.82,-48.58,FALSE,hv,-0.74,0.14,TRUE,258.39,4.3,2.43,-50.21,-51.79,0.04,,68.36,FALSE,FALSE
53,1796-07-11 07:18:19.000000,FALSE,1796-07-11 07:04:40.967718,t_D,12.95,206.56,-51.83,FALSE,hv,-0.77,0.15,TRUE,258.39,4.3,2.43,-50.21,-51.79,0.04,,68.36,FALSE,FALSE
54,1796-07-13 06:12:01.000000,FALSE,1796-07-13 17:58:37.457697,t_E,10.81,186.89,-39.03,FALSE,hv,-0.63,0.09,FALSE,225.92,4.53,3.54,46.98,46.79,0.2,,67.78,FALSE,FALSE
55,1796-07-13 06:17:14.000000,FALSE,1796-07-13 18:03:50.457697,t_E,10.39,186.52,-39.35,FALSE,hv,-0.63,0.08,FALSE,225.87,4.53,3.54,46.68,46.19,0.22,,67.84,TRUE,FALSE
56,1796-07-13 06:22:16.500000,FALSE,1796-07-13 18:08:52.957697,t_E,11.04,186.31,-39.51,FALSE,hv,-0.63,0.09,FALSE,225.83,4.53,3.54,46.38,46.94,0.24,,67.59,FALSE,FALSE
57,1796-07-13 06:27:38.000000,FALSE,1796-07-13 18:14:14.457697,t_E,11.02,186.79,-38.99,FALSE,hv,-0.62,0.09,FALSE,225.78,4.53,3.54,46.05,46.04,0.21,,68.03,TRUE,FALSE
58,1796-07-14 07:26:58.000000,FALSE,1796-07-14 07:13:40.959842,t_F,-7.07,186.48,-32.13,TRUE,hv,-0.51,-0.22,TRUE,218.61,4.58,3.78,-50.09,,0.01,,54.85,FALSE,TRUE
61,1796-07-15 08:14:20.000000,FALSE,1796-07-15 08:01:08.951380,t_F,8.37,186.67,-18.27,FALSE,hv,-0.31,0.05,TRUE,204.95,4.68,4.25,-49.47,,0.08,,63.47,TRUE,TRUE
63,1796-07-15 08:25:43.000000,FALSE,1796-07-15 08:12:31.951380,t_F,10.78,185.95,-18.89,FALSE,hv,-0.33,0.09,TRUE,204.84,4.68,4.25,-49.09,-53.88,0.16,,68.67,FALSE,FALSE
64,1796-07-15 08:34:57.000000,FALSE,1796-07-15 08:21:45.951380,t_F,11.17,185.82,-18.93,FALSE,hv,-0.33,0.09,TRUE,204.76,4.68,4.25,-48.68,-50.25,0.18,,68.42,FALSE,FALSE
59,1796-07-15 06:44:36.000000,FALSE,1796-07-15 18:31:24.951380,t_F,11.87,186.95,-12.2,FALSE,hv,-0.22,0.11,FALSE,199.15,4.72,4.44,44.88,45.89,0.25,,68.21,FALSE,FALSE
60,1796-07-15 06:49:36.000000,FALSE,1796-07-15 18:36:24.951380,t_F,10.62,186.68,-12.42,FALSE,hv,-0.22,0.09,FALSE,199.11,4.72,4.44,44.53,44.7,0.26,,68.23,FALSE,FALSE
65,1796-07-16 07:19:45.000000,FALSE,1796-07-16 07:06:39.422156,t_F,11.12,186.74,-5.47,FALSE,hv,-0.1,0.1,TRUE,192.21,4.77,4.68,-49.9,-52.07,0.03,,68.23,FALSE,FALSE
66,1796-07-16 07:29:30.000000,FALSE,1796-07-16 07:16:24.422156,t_F,12.26,187.73,-4.4,FALSE,hv,-0.09,0.12,TRUE,192.13,4.77,4.68,-49.96,-53.21,0,,67.67,FALSE,FALSE
67,1796-07-19 07:43:13.500000,FALSE,1796-07-19 07:30:21.122532,t_G,13.3,155.92,3.61,FALSE,hv,0.05,0.15,TRUE,152.3,5.04,6.01,-49.67,-52.23,0.04,,67.98,FALSE,FALSE
68,1796-07-19 07:48:13.000000,FALSE,1796-07-19 07:35:20.622532,t_G,12.62,155.67,3.42,FALSE,hv,0.04,0.14,TRUE,152.26,5.04,6.01,-49.62,-53.17,0.05,,68.04,FALSE,FALSE
70,1796-07-20 07:29:50.000000,FALSE,1796-07-20 07:17:00.927414,t_G,11.5,156.68,17.48,FALSE,hv,0.28,0.15,TRUE,139.2,5.12,6.44,-49.63,-51.28,0,,67.87,FALSE,FALSE
71,1796-07-24 06:59:43.000000,FALSE,1796-07-24 06:47:01.530803,t_H,-5.56,29.26,-57.29,FALSE,hv,-0.81,-0.26,TRUE,86.56,5.45,8.15,-49.09,-52.27,0.06,,67.62,FALSE,FALSE
72,1796-07-24 07:05:34.000000,FALSE,1796-07-24 06:52:52.530803,t_H,-4.47,40.7,-45.81,FALSE,hv,-0.69,-0.24,TRUE,86.5,5.45,8.16,-49.17,,0.04,,70.29,TRUE,TRUE
73,1796-07-24 07:10:20.000000,FALSE,1796-07-24 06:57:38.530803,t_H,-6.95,31.49,-54.97,FALSE,hv,-0.78,-0.29,TRUE,86.46,5.45,8.16,-49.22,-51.73,0.03,,67.52,FALSE,FALSE
74,1796-07-24 07:16:51.000000,FALSE,1796-07-24 07:04:09.530803,t_H,-6.81,30.91,-55.49,FALSE,hv,-0.79,-0.29,TRUE,86.4,5.45,8.16,-49.26,-52.84,0.02,,67.35,FALSE,FALSE
75,1796-07-25 07:41:12.000000,FALSE,1796-07-25 07:28:31.011440,t_H,-6.6,32.66,-40.28,FALSE,hv,-0.61,-0.28,TRUE,72.95,5.53,8.59,-49.11,-53.25,0.05,,67.31,FALSE,FALSE
76,1796-07-25 07:51:12.000000,FALSE,1796-07-25 07:38:31.011440,t_H,-6.74,31.21,-41.65,FALSE,hv,-0.62,-0.28,TRUE,72.86,5.53,8.59,-48.97,-52.47,0.07,,67.01,FALSE,FALSE
77,1796-07-26 07:34:46.000000,FALSE,1796-07-26 07:22:04.919709,t_H,-7.59,32.03,-27.75,FALSE,hv,-0.42,-0.29,TRUE,59.78,5.61,9.01,-49.07,-51.63,0.03,,67.04,FALSE,FALSE
78,1796-07-26 07:39:51.500000,FALSE,1796-07-26 07:27:10.419709,t_H,-2.42,41.6,-18.13,TRUE,hv,-0.29,-0.18,TRUE,59.73,5.61,9.01,-49.02,,0.05,,71.81,FALSE,TRUE
79,1796-07-28 07:48:34.000000,FALSE,1796-07-28 07:35:51.012028,t,-7.22,31.08,-2.12,FALSE,hv,0,-0.23,TRUE,33.2,5.76,9.84,-48.68,-51.6,0.07,,67.4,FALSE,FALSE
80,1796-07-28 07:54:07.000000,FALSE,1796-07-28 07:41:24.012028,t,-7.48,30.04,-3.11,FALSE,hv,-0.01,-0.23,TRUE,33.15,5.76,9.85,-48.57,-52.8,0.09,,67.71,FALSE,FALSE
81,1796-07-29 08:47:17.000000,FALSE,1796-07-29 08:34:32.191793,t_H,-6.98,31.94,12.51,FALSE,hv,0.25,-0.18,TRUE,19.44,5.83,10.27,-46.05,-53.37,0.27,,67.41,FALSE,FALSE
82,1796-07-29 08:53:25.500000,FALSE,1796-07-29 08:40:40.691793,t_H,-7.47,31.23,11.85,FALSE,hv,0.24,-0.19,TRUE,19.38,5.83,10.27,-45.6,-48.44,0.27,,67.34,FALSE,FALSE
83,1796-07-29 09:01:12.000000,FALSE,1796-07-29 08:48:27.191793,t_I,-5.65,2.08,-17.23,FALSE,hv,-0.26,-0.24,TRUE,19.31,5.83,10.28,-44.96,-54.65,0.35,,67.7,FALSE,FALSE
84,1796-07-29 09:06:57.000000,FALSE,1796-07-29 08:54:12.191793,t_I,-6.21,1.78,-17.47,FALSE,hv,-0.26,-0.25,TRUE,19.25,5.84,10.28,-44.44,-50.59,0.34,,67.61,FALSE,FALSE
85,1796-07-30 07:56:22.000000,FALSE,1796-07-30 07:43:34.790250,t_H,-6.18,33.9,27.22,FALSE,hv,0.48,-0.11,TRUE,6.68,5.9,10.66,-48.28,-53.25,0.1,,67.31,FALSE,FALSE
85,1796-07-30 07:56:22.000000,FALSE,1796-07-30 07:43:34.790250,t_I,-4.25,1.72,-4.96,FALSE,hv,-0.05,-0.19,TRUE,6.68,5.9,10.66,-48.28,-53.25,0.1,,67.31,FALSE,FALSE
86,1796-07-30 08:02:34.000000,FALSE,1796-07-30 07:49:46.790250,t_H,-7.59,30.92,24.3,FALSE,hv,0.44,-0.14,TRUE,6.62,5.9,10.67,-48.11,-51.47,0.11,,67.28,FALSE,FALSE
86,1796-07-30 08:02:34.000000,FALSE,1796-07-30 07:49:46.790250,t_I,-6.06,2.31,-4.31,FALSE,hv,-0.04,-0.22,TRUE,6.62,5.9,10.67,-48.11,-51.47,0.11,,67.28,FALSE,FALSE
87,1796-07-31 07:03:34.000000,FALSE,1796-07-31 06:50:43.803884,t_I,-5.55,4.21,10.27,FALSE,hv,0.21,-0.16,TRUE,353.94,5.97,11.05,-48.59,-50.92,0.03,,67.14,FALSE,FALSE
88,1796-07-31 07:09:46.000000,FALSE,1796-07-31 06:56:55.803884,t_H,-9.32,31.95,38.07,FALSE,hv,0.64,-0.12,TRUE,353.88,5.97,11.06,-48.63,-50.19,0.01,,67.22,TRUE,FALSE
90,1796-09-01 07:54:00.000000,FALSE,1796-09-01 07:34:45.401093,t_L,13.1,224.95,-65.68,FALSE,hv,-0.89,-0.17,TRUE,290.63,7.23,21.67,-44.13,-46.09,0.17,,64.84,TRUE,FALSE
90,1796-09-01 07:54:00.000000,FALSE,1796-09-01 07:34:45.401093,t_K,10.46,223.47,-67.16,FALSE,hv,-0.89,-0.21,TRUE,290.63,7.23,21.67,-44.13,-46.09,0.17,,64.84,TRUE,FALSE
91,1796-09-01 07:55:09.000000,FALSE,1796-09-01 07:35:54.401093,t_K,9.91,225.6,-65.02,FALSE,hv,-0.87,-0.22,TRUE,290.62,7.23,21.67,-44.07,-44.84,0.17,,64.88,FALSE,FALSE
91,1796-09-01 07:55:09.000000,FALSE,1796-09-01 07:35:54.401093,t_L,13.54,225.1,-65.52,FALSE,hv,-0.89,-0.16,TRUE,290.62,7.23,21.67,-44.07,-44.84,0.17,,64.88,FALSE,FALSE
