obs_id,recorded_time,sidereal,utc_time,name,lat,long,cmd,outlier,type,x,y,rising,l0,b0,p,incl,incl_obs,incl_diff,err,r_sun,modified,complemented
92,1796-09-02 07:47:08.000000,FALSE,1796-09-02 07:27:34.441237,t_K,11.36,223.48,-54.01,FALSE,hv,-0.78,-0.18,TRUE,277.49,7.24,21.91,-44.35,-44.22,0.18,,64.51,FALSE,FALSE
92,1796-09-02 07:47:08.000000,FALSE,1796-09-02 07:27:34.441237,t_L,14.16,222.78,-54.71,FALSE,hv,-0.8,-0.14,TRUE,277.49,7.24,21.91,-44.35,-44.22,0.18,,64.51,FALSE,FALSE
93,1796-09-02 07:56:54.000000,FALSE,1796-09-02 07:37:20.441237,t_K,11.34,221.94,-55.46,FALSE,hv,-0.8,-0.19,TRUE,277.4,7.24,21.91,-43.85,-45,0.17,,64.7,FALSE,FALSE
93,1796-09-02 07:56:54.000000,FALSE,1796-09-02 07:37:20.441237,t_L,13.41,223.49,-53.92,FALSE,hv,-0.79,-0.15,TRUE,277.4,7.24,21.91,-43.85,-45,0.17,,64.7,FALSE,FALSE
94,1796-09-02 08:03:15.000000,FALSE,1796-09-02 07:43:41.441237,t_M,-13.18,231.89,-45.46,FALSE,hv,-0.53,-0.55,TRUE,277.34,7.24,21.91,-43.5,-44.69,0.19,,64.7,TRUE,FALSE
94,1796-09-02 08:03:15.000000,FALSE,1796-09-02 07:43:41.441237,t_N,-14.74,225.72,-51.62,FALSE,hv,-0.58,-0.59,TRUE,277.34,7.24,21.91,-43.5,-44.69,0.19,,64.7,TRUE,FALSE
94,1796-09-02 08:03:15.000000,FALSE,1796-09-02 07:43:41.441237,t_K,10.36,222.5,-54.85,FALSE,hv,-0.79,-0.2,TRUE,277.34,7.24,21.91,-43.5,-44.69,0.19,,64.7,TRUE,FALSE
94,1796-09-02 08:03:15.000000,FALSE,1796-09-02 07:43:41.441237,t_L,13.49,222.83,-54.52,FALSE,hv,-0.79,-0.15,TRUE,277.34,7.24,21.91,-43.5,-44.69,0.19,,64.7,TRUE,FALSE
95,1796-09-04 04:50:06.000000,FALSE,1796-09-04 16:29:53.734777,t_M,-14.49,232.3,-13.8,FALSE,hv,-0.07,-0.43,FALSE,246.11,7.25,22.47,45.42,43.74,0.09,,64.3,TRUE,FALSE
95,1796-09-04 04:50:06.000000,FALSE,1796-09-04 16:29:53.734777,t_K,10.31,222.2,-23.91,FALSE,hv,-0.39,-0.09,FALSE,246.11,7.25,22.47,45.42,43.74,0.09,,64.3,TRUE,FALSE
95,1796-09-04 04:50:06.000000,FALSE,1796-09-04 16:29:53.734777,t_L,13.92,222.62,-23.48,FALSE,hv,-0.41,-0.03,FALSE,246.11,7.25,22.47,45.42,43.74,0.09,,64.3,TRUE,FALSE
96,1796-09-04 05:00:36.000000,FALSE,1796-09-04 16:40:23.734777,t_M,-13.88,232.01,-14,FALSE,hv,-0.08,-0.42,FALSE,246.01,7.25,22.48,45.65,43.74,0.06,,64.3,FALSE,FALSE
96,1796-09-04 05:00:36.000000,FALSE,1796-09-04 16:40:23.734777,t_L,16.45,221.89,-24.12,FALSE,hv,-0.43,0.01,FALSE,246.01,7.25,22.48,45.65,43.74,0.06,,64.3,FALSE,FALSE
97,1796-09-05 09:00:53.000000,FALSE,1796-09-05 08:40:21.016836,t_L,14.48,222.15,-15.05,FALSE,hv,-0.28,0.02,TRUE,237.21,7.25,22.63,-38.2,-42.8,0.37,,64.2,FALSE,FALSE
97,1796-09-05 09:00:53.000000,FALSE,1796-09-05 08:40:21.016836,t_M,-13.58,232.72,-4.49,FALSE,hv,0.07,-0.36,TRUE,237.21,7.25,22.63,-38.2,-42.8,0.37,,64.2,FALSE,FALSE
98,1796-09-05 09:06:18.000000,FALSE,1796-09-05 08:45:46.016836,t_M,-13.99,232.05,-5.11,FALSE,hv,0.06,-0.37,TRUE,237.16,7.25,22.63,-37.58,-43.42,0.37,,63.92,FALSE,FALSE
98,1796-09-05 09:06:18.000000,FALSE,1796-09-05 08:45:46.016836,t_L,14.66,221.61,-15.55,FALSE,hv,-0.29,0.02,TRUE,237.16,7.25,22.63,-37.58,-43.42,0.37,,63.92,FALSE,FALSE
99,1796-09-06 08:39:00.000000,FALSE,1796-09-06 08:18:08.076477,t_M,-13.87,232.02,7.82,FALSE,hv,0.26,-0.28,TRUE,224.21,7.25,22.85,-40.26,-43.74,0.29,,64.3,FALSE,FALSE
99,1796-09-06 08:39:00.000000,FALSE,1796-09-06 08:18:08.076477,t_L,14,221.89,-2.32,FALSE,hv,-0.08,0.09,TRUE,224.21,7.25,22.85,-40.26,-43.74,0.29,,64.3,FALSE,FALSE
100,1796-09-06 08:43:58.000000,FALSE,1796-09-06 08:23:06.076477,t_M,-13.56,233.36,9.21,FALSE,hv,0.28,-0.27,TRUE,224.16,7.25,22.85,-39.8,-43.42,0.33,,63.92,FALSE,FALSE
100,1796-09-06 08:43:58.000000,FALSE,1796-09-06 08:23:06.076477,t_L,13.46,222.04,-2.12,FALSE,hv,-0.08,0.09,TRUE,224.16,7.25,22.85,-39.8,-43.42,0.33,,63.92,FALSE,FALSE
101,1796-09-07 07:39:37.000000,FALSE,1796-09-07 07:18:24.930461,t_M,-14.46,231.66,20.11,FALSE,hv,0.45,-0.2,TRUE,211.55,7.24,23.06,-44.14,-46.9,0.15,,63.89,FALSE,FALSE
101,1796-09-07 07:39:37.000000,FALSE,1796-09-07 07:18:24.930461,t_L,13.87,222.36,10.81,FALSE,hv,0.12,0.18,TRUE,211.55,7.24,23.06,-44.14,-46.9,0.15,,63.89,FALSE,FALSE
102,1796-09-07 07:44:52.500000,FALSE,1796-09-07 07:23:40.430461,t_M,-14.17,233.05,21.55,FALSE,hv,0.47,-0.19,TRUE,211.5,7.24,23.06,-43.89,-45.64,0.17,,63.63,FALSE,FALSE
102,1796-09-07 07:44:52.500000,FALSE,1796-09-07 07:23:40.430461,t_L,13.7,221.72,10.22,FALSE,hv,0.11,0.17,TRUE,211.5,7.24,23.06,-43.89,-45.64,0.17,,63.63,FALSE,FALSE
103,1796-09-08 08:35:49.000000,FALSE,1796-09-08 08:14:16.596460,t_M,-13.91,232.58,34.75,FALSE,hv,0.64,-0.09,TRUE,197.83,7.24,23.28,-40.25,-42.81,0.31,,64.56,FALSE,FALSE
104,1796-09-08 08:41:01.000000,FALSE,1796-09-08 08:19:28.596460,t_M,-13.99,232.67,34.88,FALSE,hv,0.64,-0.09,TRUE,197.79,7.24,23.28,-39.77,-41.54,0.35,,63.99,TRUE,FALSE
105,1796-09-09 08:32:44.000000,FALSE,1796-09-09 08:10:51.092961,t_L,12.8,221.76,37.1,FALSE,hv,0.49,0.35,TRUE,184.66,7.23,23.48,-40.38,-39.69,0.3,,63.87,FALSE,FALSE
106,1796-09-09 08:37:54.000000,FALSE,1796-09-09 08:16:01.092961,t_L,12.66,221.26,36.64,FALSE,hv,0.49,0.34,TRUE,184.61,7.23,23.48,-39.92,-41.23,0.3,,63.93,FALSE,FALSE
107,1796-09-10 08:10:55.500000,FALSE,1796-09-10 07:48:41.939193,t_L,13.13,220.45,48.79,FALSE,hv,0.61,0.43,TRUE,171.66,7.22,23.68,-41.98,-42.17,0.26,,64.11,FALSE,FALSE
108,1796-09-10 08:16:07.000000,FALSE,1796-09-10 07:53:53.439193,t_L,13.65,220.92,49.31,FALSE,hv,0.61,0.44,TRUE,171.61,7.22,23.68,-41.6,-42.65,0.28,,64.36,FALSE,FALSE
109,1796-09-11 08:01:27.000000,FALSE,1796-09-11 07:38:52.655031,t_L,13.37,220.68,62.13,FALSE,hv,0.72,0.51,TRUE,158.55,7.21,23.87,-42.5,-45.32,0.23,,63.28,TRUE,FALSE
110,1796-09-11 08:06:03.000000,FALSE,1796-09-11 07:43:28.655031,t_L,13.03,220.42,61.92,FALSE,hv,0.72,0.5,TRUE,158.51,7.21,23.87,-42.19,-44.22,0.33,,64.51,TRUE,FALSE
111,1796-09-12 08:27:37.000000,FALSE,1796-09-12 08:04:41.760967,t_L,16.77,217.81,72.7,FALSE,hv,0.73,0.6,TRUE,145.11,7.19,24.06,-40.41,-46.94,0.35,,67.59,FALSE,FALSE
112,1796-10-13 07:47:20.000000,FALSE,1796-10-13 07:14:40.757705,t_N,4.13,24.9,-71.62,FALSE,hv,-0.86,-0.39,TRUE,96.51,5.74,26.54,-40.74,-41,0.28,,65.28,FALSE,FALSE
113,1796-10-13 07:52:34.000000,FALSE,1796-10-13 07:19:54.757705,t_N,3.66,24.54,-71.92,FALSE,hv,-0.86,-0.39,TRUE,96.46,5.74,26.54,-40.33,-40.58,0.29,,65.7,FALSE,FALSE
116,1796-10-14 08:32:44.000000,FALSE,1796-10-14 07:59:51.404501,t_N,3.62,23.54,-59.37,FALSE,hv,-0.77,-0.37,TRUE,82.91,5.66,26.5,-36.5,-37.67,0.42,,65.7,FALSE,FALSE
117,1796-10-14 08:38:35.000000,FALSE,1796-10-14 08:05:42.404501,t_N,3.28,23.79,-59.06,FALSE,hv,-0.77,-0.38,TRUE,82.85,5.66,26.5,-35.86,-36.16,0.42,,65.8,FALSE,FALSE
114,1796-10-14 00:05:11.000000,FALSE,1796-10-14 11:32:18.404501,t_N,4.14,25.37,-55.59,FALSE,ob,-0.74,-0.35,FALSE,80.96,5.65,26.49,1.16,,0.58,-2.02,65.46,FALSE,FALSE
115,1796-10-14 00:09:33.000000,FALSE,1796-10-14 11:36:40.404501,t_N,3.29,24.79,-56.13,FALSE,ob,-0.74,-0.37,FALSE,80.92,5.65,26.49,2.13,,0.58,-2.07,65.46,FALSE,FALSE
119,1796-10-23 11:51:31.000000,FALSE,1796-10-23 11:17:05.584541,t_N,4.42,38.47,76.07,FALSE,ob,0.85,0.47,TRUE,322.4,4.87,25.82,-1.82,,0.56,-3.27,65.89,FALSE,FALSE
118,1796-10-23 00:05:13.000000,FALSE,1796-10-23 11:30:47.584541,t_N,4.54,34.49,72.22,FALSE,ob,0.83,0.46,FALSE,322.28,4.87,25.82,1.12,,0.56,-3.18,66.4,FALSE,FALSE
121,1796-11-13 11:59:49.000000,FALSE,1796-11-13 11:25:43.421365,t,4.94,52.54,7.08,FALSE,ob,0.1,0.08,TRUE,45.45,2.62,21.76,-0.03,,0.47,-2.73,68.42,TRUE,FALSE
120,1796-11-13 00:04:53.000000,FALSE,1796-11-13 11:30:47.421365,t,3.21,52.73,7.33,FALSE,ob,0.11,0.06,FALSE,45.41,2.62,21.76,0.98,,0.51,0,70,FALSE,FALSE
128,1798-11-20 08:12:53.000000,FALSE,1798-11-20 07:40:08.773600,t,9.72,16.44,-23.69,FALSE,hv,-0.42,0,TRUE,40.13,1.85,19.86,-37.01,,0.31,,67.08,TRUE,TRUE
131,1798-11-23 08:07:48.500000,FALSE,1798-11-23 07:35:52.700332,t,2.05,8.35,7.73,FALSE,hv,0.12,0.05,TRUE,0.63,1.48,18.86,-37.51,,0.3,,66.24,FALSE,TRUE
141,1798-12-20 03:02:20.000000,FALSE,1798-12-20 14:41:48.399754,t,5.15,5.74,4.76,FALSE,hv,0.07,0.13,FALSE,0.97,-1.98,7.38,31.19,,0.42,,71.43,FALSE,TRUE
142,1798-12-20 03:07:22.000000,FALSE,1798-12-20 14:46:50.399754,t,2.82,6.82,5.89,FALSE,hv,0.09,0.1,FALSE,0.93,-1.98,7.38,31.86,,0.39,,73.04,FALSE,TRUE
143,1798-12-20 03:12:01.000000,FALSE,1798-12-20 14:51:29.399754,t,3.4,6.48,5.6,FALSE,hv,0.08,0.11,FALSE,0.89,-1.98,7.37,32.48,,0.44,,72.55,FALSE,TRUE
144,1798-12-21 02:47:12.000000,FALSE,1798-12-21 14:27:10.338272,t,-0.46,7.32,19.38,FALSE,hv,0.33,0.07,FALSE,347.94,-2.1,6.9,29.09,,0.45,,72.97,FALSE,TRUE
145,1798-12-21 02:51:50.000000,FALSE,1798-12-21 14:31:48.338272,t,1.2,6.88,18.99,FALSE,hv,0.32,0.09,FALSE,347.89,-2.1,6.9,29.74,,0.44,,72.93,FALSE,TRUE
146,1798-12-21 02:58:49.000000,FALSE,1798-12-21 14:38:47.338272,t,1.76,6.92,19.09,FALSE,hv,0.32,0.1,FALSE,347.83,-2.11,6.9,30.71,,0.42,,72.65,FALSE,TRUE
147,1798-12-21 03:04:28.500000,FALSE,1798-12-21 14:44:26.838272,t,1.24,7.71,19.93,FALSE,hv,0.33,0.1,FALSE,347.78,-2.11,6.9,31.48,,0.44,,72.92,FALSE,TRUE
148,1798-12-21 03:09:35.000000,FALSE,1798-12-21 14:49:33.338272,t,4.31,8.42,20.69,FALSE,hv,0.34,0.15,FALSE,347.73,-2.11,6.9,32.16,,0.39,,70.69,FALSE,TRUE
153,1799-02-24 20:20:55.000000,FALSE,1799-02-24 08:15:39.649828,t_1,9.2,214.17,-1.21,FALSE,hv,0.08,0.27,TRUE,215.38,-7.19,-20.66,-37.54,,0.34,,66.21,TRUE,TRUE
153,1799-02-24 20:20:55.000000,FALSE,1799-02-24 08:15:39.649828,t_2,6.51,203.14,-12.24,FALSE,hv,-0.11,0.29,TRUE,215.38,-7.19,-20.66,-37.54,,0.34,,66.21,TRUE,TRUE
150,1799-02-24 08:26:58.000000,FALSE,1799-02-24 08:21:42.649828,t_1,4.27,214.33,-1,FALSE,hv,0.05,0.19,TRUE,215.33,-7.19,-20.67,-36.92,,0.3,,66.36,TRUE,TRUE
150,1799-02-24 08:26:58.000000,FALSE,1799-02-24 08:21:42.649828,t_2,2.75,201.46,-13.87,FALSE,hv,-0.16,0.24,TRUE,215.33,-7.19,-20.67,-36.92,,0.3,,66.36,TRUE,TRUE
151,1799-02-24 08:31:33.000000,FALSE,1799-02-24 08:26:17.649828,t_1,8.43,214.94,-0.34,FALSE,hv,0.09,0.25,TRUE,215.29,-7.19,-20.67,-36.43,,0.3,,66.38,FALSE,TRUE
151,1799-02-24 08:31:33.000000,FALSE,1799-02-24 08:26:17.649828,t_2,7.63,202.94,-12.35,FALSE,hv,-0.11,0.31,TRUE,215.29,-7.19,-20.67,-36.43,,0.3,,66.38,FALSE,TRUE
156,1799-02-26 20:36:30.000000,FALSE,1799-02-26 08:30:54.534200,t_1,8.87,215.59,26.69,FALSE,hv,0.51,0.09,TRUE,188.9,-7.22,-21.22,-36.05,,0.31,,67.11,FALSE,TRUE
156,1799-02-26 20:36:30.000000,FALSE,1799-02-26 08:30:54.534200,t_2,6.54,203.4,14.51,FALSE,hv,0.32,0.13,TRUE,188.9,-7.22,-21.22,-36.05,,0.31,,67.11,FALSE,TRUE
157,1799-03-27 00:09:59.000000,FALSE,1799-03-27 11:56:38.904488,t,6.52,204.52,39.77,FALSE,ob,0.66,-0.1,FALSE,164.75,-6.64,-26.24,2.67,,0.57,0,64.5,FALSE,TRUE
158,1799-03-28 03:28:30.000000,FALSE,1799-03-28 15:14:51.263943,t,5.02,204.68,54.93,FALSE,ob,0.8,-0.22,FALSE,149.75,-6.58,-26.32,39.82,,0.19,0,64.5,TRUE,TRUE
159,1799-03-28 03:32:01.000000,FALSE,1799-03-28 15:18:22.263943,t,5.02,204.65,54.93,FALSE,ob,0.8,-0.22,FALSE,149.71,-6.58,-26.32,40.13,,0.19,0,64.5,FALSE,TRUE
162,1799-10-29 02:18:13.000000,FALSE,1799-10-29 13:43:20.296049,t,-29.02,138.95,-50.31,FALSE,hv,-0.39,-0.76,FALSE,189.27,4.35,25.11,26.29,,0.44,,70.83,FALSE,TRUE
163,1799-10-29 02:23:57.000000,FALSE,1799-10-29 13:49:04.296049,t,-29.06,139.48,-49.73,FALSE,hv,-0.38,-0.76,FALSE,189.21,4.35,25.11,27.17,,0.41,,70.73,FALSE,TRUE
164,1799-10-29 02:28:32.000000,FALSE,1799-10-29 13:53:39.296049,t,-28.21,141.55,-47.62,FALSE,hv,-0.37,-0.74,FALSE,189.17,4.35,25.11,27.86,,0.42,,70.73,FALSE,TRUE
165,1800-10-11 11:33:56.000000,FALSE,1800-10-11 11:01:59.039978,t,26.33,274.88,-15.68,FALSE,ob,-0.37,0.21,TRUE,290.57,5.95,26.59,-5.91,,0.53,0,65.5,FALSE,FALSE
166,1800-10-12 11:33:38.500000,FALSE,1800-10-12 11:01:26.708272,t,28.11,275.15,-2.23,FALSE,ob,-0.2,0.32,TRUE,277.38,5.88,26.58,-5.94,,0.49,0,65,FALSE,FALSE
167,1800-10-14 11:33:06.500000,FALSE,1800-10-14 11:00:26.628809,t,25.93,273.07,22.06,FALSE,ob,0.15,0.47,TRUE,251.01,5.73,26.53,-6,,0.49,0,65.5,FALSE,FALSE
168,1806-02-25 02:10:30.500000,FALSE,1806-02-25 14:05:14.040829,t,-13.32,251.76,-51.13,FALSE,ob,-0.76,0.13,FALSE,302.89,-7.19,-20.81,26.03,,0.5,-1.92,65.96,FALSE,FALSE
169,1806-02-25 02:15:53.500000,FALSE,1806-02-25 14:10:37.040829,t,-12.85,251.64,-51.2,FALSE,ob,-0.76,0.14,FALSE,302.84,-7.19,-20.81,26.89,,0.5,-1.53,65.98,FALSE,FALSE
170,1806-02-25 02:18:54.625000,FALSE,1806-02-25 14:13:38.165829,t,-13.33,251.68,-51.13,FALSE,ob,-0.76,0.13,FALSE,302.82,-7.19,-20.81,27.37,,0.49,-1.92,65.96,FALSE,FALSE
171,1806-02-25 02:21:44.500000,FALSE,1806-02-25 14:16:28.040829,t,-12.35,251.59,-51.2,FALSE,ob,-0.76,0.14,FALSE,302.79,-7.19,-20.81,27.8,,0.48,-1.53,65.48,FALSE,FALSE
172,1806-02-25 02:27:30.000000,FALSE,1806-02-25 14:22:13.540829,t,-12.67,252.9,-49.84,FALSE,ob,-0.75,0.14,FALSE,302.74,-7.19,-20.81,28.68,,0.47,-1.53,65.98,TRUE,FALSE
174,1813-02-03 23:49:37.000000,TRUE,1813-02-03 14:37:20.398717,t,9.83,275.21,-47.8,FALSE,rh,-0.65,0.41,TRUE,323.01,-6.34,-13.4,29.27,,0.53,0,65,FALSE,TRUE
175,1813-02-03 23:55:18.000000,TRUE,1813-02-03 14:43:00.467648,t,9.94,276.41,-46.54,FALSE,rh,-0.64,0.41,TRUE,322.96,-6.34,-13.4,30.07,,0.52,0,65,FALSE,TRUE
173,1813-02-03 00:01:01.000000,TRUE,1813-02-03 14:52:38.438378,t,11.03,277.7,-45.17,FALSE,rh,-0.62,0.42,FALSE,322.87,-6.34,-13.4,31.38,,0.5,0,65,FALSE,TRUE
176,1813-02-04 23:26:16.500000,TRUE,1813-02-04 14:10:07.818583,t,10.42,277.74,-32.35,FALSE,rh,-0.45,0.39,TRUE,310.09,-6.4,-13.79,25.23,,0.59,0,65,FALSE,TRUE
177,1813-02-04 23:32:39.000000,TRUE,1813-02-04 14:16:29.274202,t,9.43,277.53,-32.5,FALSE,rh,-0.45,0.37,TRUE,310.03,-6.4,-13.79,26.22,,0.58,0,65,FALSE,TRUE
178,1813-02-04 23:40:00.500000,TRUE,1813-02-04 14:23:49.568727,t,10.42,277.62,-32.35,FALSE,rh,-0.45,0.39,TRUE,309.97,-6.4,-13.79,27.34,,0.56,0,65,FALSE,TRUE
179,1813-02-04 23:45:28.500000,TRUE,1813-02-04 14:29:16.673153,t,12.25,276.82,-33.09,FALSE,rh,-0.45,0.42,TRUE,309.92,-6.4,-13.79,28.15,,0.55,0,65,FALSE,TRUE
180,1813-02-04 23:51:31.500000,TRUE,1813-02-04 14:35:18.682015,t,10.41,277.51,-32.35,FALSE,rh,-0.45,0.39,TRUE,309.86,-6.4,-13.79,29.02,,0.54,0,65,FALSE,TRUE
181,1813-02-04 23:57:47.000000,TRUE,1813-02-04 14:41:33.156746,t,10.41,277.45,-32.35,FALSE,rh,-0.45,0.39,TRUE,309.8,-6.4,-13.79,29.9,,1.06,0,65,FALSE,TRUE
182,1813-02-05 23:16:48.500000,TRUE,1813-02-05 13:56:45.466374,t,8.85,278.21,-18.84,FALSE,rh,-0.25,0.33,TRUE,297.05,-6.46,-14.17,23.11,,0.62,0,65,FALSE,TRUE
183,1813-02-05 23:21:56.500000,TRUE,1813-02-05 14:01:52.625408,t,9.84,278.33,-18.67,FALSE,rh,-0.24,0.34,TRUE,297,-6.46,-14.18,23.95,,0.61,0,65,FALSE,TRUE
184,1813-02-05 23:28:08.750000,TRUE,1813-02-05 14:08:03.859014,t,8.85,278.1,-18.84,FALSE,rh,-0.25,0.33,TRUE,296.94,-6.46,-14.18,24.94,,0.59,0,65,FALSE,TRUE
185,1813-02-05 23:34:15.250000,TRUE,1813-02-05 14:14:09.358319,t,9.04,278.95,-17.94,FALSE,rh,-0.23,0.33,TRUE,296.89,-6.46,-14.18,25.9,,0.59,0,65,FALSE,TRUE
186,1813-02-05 23:40:29.000000,TRUE,1813-02-05 14:20:22.087829,t,10.84,278.33,-18.5,FALSE,rh,-0.23,0.36,TRUE,296.83,-6.46,-14.18,26.86,,0.56,0,65,FALSE,TRUE
187,1813-02-05 23:46:42.500000,TRUE,1813-02-05 14:26:34.568022,t,9.84,278.1,-18.67,FALSE,rh,-0.24,0.34,TRUE,296.77,-6.46,-14.18,27.79,,0.55,0,65,FALSE,TRUE
188,1813-02-06 00:12:43.000000,TRUE,1813-02-06 14:52:30.810885,t,11.02,278.33,-5.04,FALSE,rh,-0.01,0.31,FALSE,283.37,-6.52,-14.58,31.47,,0.49,0,65,FALSE,TRUE
189,1813-02-06 00:17:28.000000,TRUE,1813-02-06 14:57:15.032719,t,11.02,278.29,-5.04,FALSE,rh,-0.01,0.31,FALSE,283.33,-6.52,-14.58,32.1,,0.48,0,65,FALSE,TRUE
190,1813-02-06 00:22:19.000000,TRUE,1813-02-06 15:02:05.238170,t,10.24,278.92,-4.37,FALSE,rh,0,0.3,FALSE,283.28,-6.52,-14.58,32.72,,0.47,0,65,FALSE,TRUE
191,1813-02-06 00:27:17.500000,TRUE,1813-02-06 15:07:02.923143,t,11.02,278.2,-5.04,FALSE,rh,-0.01,0.31,FALSE,283.24,-6.52,-14.58,33.34,,0.46,0,65,FALSE,TRUE
192,1813-02-06 00:31:48.000000,TRUE,1813-02-06 15:11:32.684568,t,11.25,279.02,-4.17,FALSE,rh,0.01,0.31,FALSE,283.2,-6.52,-14.58,33.9,,0.45,0,65,FALSE,TRUE
193,1813-02-06 00:36:34.000000,TRUE,1813-02-06 15:16:17.903671,t,10.24,278.78,-4.37,FALSE,rh,0,0.3,FALSE,283.15,-6.52,-14.58,34.47,,0.44,0,65,FALSE,TRUE
194,1813-02-08 22:57:17.500000,TRUE,1813-02-08 13:25:29.946383,t,10.26,279.88,22.05,FALSE,rh,0.43,0.17,TRUE,257.83,-6.63,-15.31,17.8,,0.68,0,65,FALSE,TRUE
195,1813-02-08 23:01:55.000000,TRUE,1813-02-08 13:30:06.688695,t,10.26,279.84,22.05,FALSE,rh,0.43,0.17,TRUE,257.79,-6.63,-15.32,18.64,,0.67,0,65,FALSE,TRUE
196,1813-02-08 23:06:53.000000,TRUE,1813-02-08 13:35:03.875033,t,9.24,279.51,21.77,FALSE,rh,0.42,0.16,TRUE,257.74,-6.63,-15.32,19.52,,0.67,0,65,FALSE,TRUE
197,1813-02-08 23:11:21.000000,TRUE,1813-02-08 13:39:31.143284,t,11.28,280.04,22.34,FALSE,rh,0.44,0.19,TRUE,257.7,-6.63,-15.32,20.31,,0.65,0,65,FALSE,TRUE
198,1813-02-08 23:15:51.500000,TRUE,1813-02-08 13:44:00.904709,t,10.26,279.71,22.05,FALSE,rh,0.43,0.17,TRUE,257.66,-6.63,-15.32,21.09,,0.64,0,65,FALSE,TRUE
199,1813-02-08 23:20:30.500000,TRUE,1813-02-08 13:48:39.142925,t,9.24,279.38,21.77,FALSE,rh,0.42,0.16,TRUE,257.62,-6.63,-15.32,21.89,,0.63,0,65,FALSE,TRUE
200,1813-04-04 01:57:56.000000,TRUE,1813-04-04 12:49:23.988011,t,28.66,186.38,-66.93,FALSE,rh,-0.49,0.82,FALSE,253.3,-6.21,-26.55,17.61,,0.88,0,65,FALSE,TRUE
