obs_id,recorded_time,modified_time,object,event
525,1795-03-07 12:36:11.000,1795-03-08 12:36:11.000,S,m
525,1795-03-07 12:36:41.000,1795-03-08 12:36:41.000,t,m
525,1795-03-07 12:38:20.000,1795-03-08 12:38:20.000,S,m
526,1798-12-22 11:43:11.500,,S,m
526,1798-12-22 11:43:51.000,,t,m
526,1798-12-22 11:45:35.500,,S,m
527,1799-02-21 00:06:14.000,,S,m
527,1799-02-21 00:08:06.500,,t_1,m
527,1799-02-21 00:08:15.000,,t_2,m
527,1799-02-21 00:08:27.500,,S,m
528,1799-02-22 00:06:04.500,,S,m
528,1799-02-22 00:07:46.000,,t_1,m
528,1799-02-22 00:07:55.000,,t_2,m
528,1799-02-22 00:08:17.500,,S,m
529,1799-02-23 00:05:55.500,,S,m
529,1799-02-23 00:07:22.000,,t_1,m
529,1799-02-23 00:07:35.000,,t_2,m
529,1799-02-23 00:08:08.500,,S,m
530,1799-02-25 00:05:34.000,,S,m
530,1799-02-25 00:06:34.500,,t_1,m
530,1799-02-25 00:06:47.000,,t_2,m
530,1799-02-25 00:07:46.500,,S,m
531,1799-02-26 00:05:21.750,,S,m
531,1799-02-26 00:06:08.000,,t_1,m
531,1799-02-26 00:06:21.000,,t_2,m
531,1799-02-26 00:07:34.000,,S,m
532,1799-02-27 00:05:08.500,,S,m
532,1799-02-27 00:05:42.000,,t_1,m
532,1799-02-27 00:05:54.000,,t_2,m
532,1799-02-27 00:07:20.500,,S,m
533,1799-02-28 00:04:55.000,,S,m
533,1799-02-28 00:05:16.500,,t_1,m
533,1799-02-28 00:05:27.000,,t_2,m
533,1799-02-28 00:07:07.500,,S,m
534,1799-03-04 00:03:56.500,,S,m
534,1799-03-04 00:05:50.000,,t_1,m
534,1799-03-04 00:05:56.000,,t_2,m
534,1799-03-04 00:06:08.000,,S,m
535,1799-03-05 00:03:41.500,,S,m
535,1799-03-05 00:05:25.000,,t_1,m
535,1799-03-05 00:05:32.000,,t_2,m
535,1799-03-05 00:05:52.500,,S,m
536,1799-03-07 00:03:11.000,,S,m
536,1799-03-07 00:04:30.000,,t_1,m
536,1799-03-07 00:04:40.000,,t_2,m
536,1799-03-07 00:05:21.500,,S,m
537,1799-03-08 00:02:55.500,,S,m
537,1799-03-08 00:04:02.000,,t_1,m
537,1799-03-08 00:04:13.000,,t_2,m
537,1799-03-08 00:05:07.000,,S,m
538,1799-03-05 00:02:39.500,,S,m
538,1799-03-05 00:03:34.000,,t_1,m
538,1799-03-05 00:04:50.000,,S,m
539,1800-12-03 11:45:22.250,,S,m
539,1800-12-03 11:46:39.000,,t_1,m
539,1800-12-03 11:47:21.000,,t_2,m
539,1800-12-03 11:47:40.000,,t_3,m
539,1800-12-03 11:47:45.000,,S,m
540,1800-12-04 11:45:46.750,,S,m
540,1800-12-04 11:46:49.000,,t_1,m
540,1800-12-04 11:47:33.000,,t_2,m
540,1800-12-04 11:48:00.000,,t_3,m
540,1800-12-04 11:48:05.000,,t_4,m
540,1800-12-04 11:48:09.500,,S,m
541,1800-12-07 11:46:59.500,,S,m
541,1800-12-07 11:47:24.000,,t_1,m
541,1800-12-07 11:47:59.000,,t_2,m
541,1800-12-07 11:48:46.000,,t_3,m
541,1800-12-07 11:48:55.000,,t_4,m
541,1800-12-07 11:49:23.000,,S,m
542,1800-12-08 11:47:25.250,,S,m
542,1800-12-08 11:48:09.000,,t_2,m
542,1800-12-08 11:48:58.000,,t_3,m
542,1800-12-08 11:49:09.000,,t_4,m
542,1800-12-08 11:49:48.000,,S,m
543,1801-01-24 00:11:08.000,,S,m
543,1801-01-24 00:11:41.000,,t_1,m
543,1801-01-24 00:11:51.000,,t_2,m
543,1801-01-24 00:13:27.500,,S,m
544,1801-01-25 00:11:22.500,,S,m
544,1801-01-25 00:11:45.000,,t_1,m
544,1801-01-25 00:11:54.000,,t_2,m
544,1801-01-25 00:13:42.000,,S,m
545,1801-09-26 11:51:39.500,,S,m
545,1801-09-26 11:52:16.000,,t,m
545,1801-09-26 11:53:48.000,,S,m
546,1801-09-27 11:51:21.000,,S,m
546,1801-09-27 11:51:51.000,,t,m
546,1801-09-27 11:53:30.000,,S,m
547,1801-09-28 11:51:01.000,,S,m
547,1801-09-28 11:51:27.000,,t,m
547,1801-09-28 11:53:12.000,,S,m
548,1801-10-14 11:46:55.250,,S,m
548,1801-10-14 11:48:24.000,,t,m
548,1801-10-14 11:49:06.500,,S,m
549,1801-10-15 11:46:46.500,,S,m
549,1801-10-15 11:48:03.000,,t,m
549,1801-10-15 11:48:57.750,,S,m
550,1801-10-17 11:46:25.500,,S,m
550,1801-10-17 11:48:22.000,,t,m
550,1801-10-17 11:48:37.500,,S,m
551,1801-10-18 11:46:18.000,,S,m
551,1801-10-18 11:48:06.500,,t,m
551,1801-10-18 11:49:30.000,1801-10-18 11:48:30.000,S,m
552,1801-10-19 11:46:09.500,,S,m
552,1801-10-19 11:47:47.500,,t,m
552,1801-10-19 11:48:22.500,,S,m
553,1801-10-20 11:46:03.500,,S,m
553,1801-10-20 11:47:30.500,,t,m
553,1801-10-20 11:48:16.500,,S,m
554,1801-11-16 11:47:51.750,,S,m
554,1801-11-16 11:49:16.000,,t_1,m
554,1801-11-16 11:49:38.500,,t_2,m
554,1801-11-16 11:50:11.000,,S,m
555,1801-11-16 11:48:07.000,,S,m
555,1801-11-16 11:49:18.000,,t_1,m
555,1801-11-16 11:49:42.000,,t_2,m
555,1801-11-16 11:50:26.000,,S,m
556,1801-11-20 11:49:01.000,,S,m
556,1801-11-20 11:49:34.000,,t_1,m
556,1801-11-20 11:49:58.000,,t_2,m
556,1801-11-20 11:51:21.000,,S,m
557,1801-12-03 11:44:53.000,,S,m
557,1801-12-03 11:46:07.000,,t,m
557,1801-12-03 11:47:16.000,,S,m
558,1801-12-10 11:47:47.000,,S,m
558,1801-12-10 11:49:51.500,,t,m
558,1801-12-10 11:50:10.000,,S,m
559,1801-12-10 11:48:14.000,,S,m
559,1801-12-10 11:50:07.000,,t_1,m
559,1801-12-10 11:50:13.000,,t_2,m
559,1801-12-10 11:50:37.000,,S,m
560,1801-12-15 11:50:05.500,,S,m
560,1801-12-15 11:50:58.000,,t_1,m
560,1801-12-15 11:51:12.250,,t_2,m
560,1801-12-15 11:52:29.500,,S,m
561,1801-12-16 11:50:34.250,,S,m
561,1801-12-16 11:51:12.500,,t_1,m
561,1801-12-16 11:51:26.000,,t_2,m
561,1801-12-16 11:52:58.000,,S,m
562,1801-12-31 11:58:21.000,,S,m
562,1801-12-31 11:59:07.000,,t_1,m
562,1801-12-31 11:59:19.000,,t_2,m
562,1801-12-31 00:00:00.000,1801-12-31 12:00:00.000,t_3,m
562,1801-12-31 00:00:44.500,1801-12-31 12:00:44.500,S,m
563,1802-01-03 11:59:52.000,,S,m
563,1802-01-03 00:00:45.000,1802-01-03 12:00:45.000,t,m
563,1802-01-03 00:02:15.000,1802-01-03 12:02:15.000,S,m
564,1802-01-13 00:02:10.000,,S,m
564,1802-01-13 00:03:01.000,,t,m
564,1802-01-13 00:04:33.000,,S,m
565,1802-02-10 00:09:30.000,,S,m
565,1802-02-10 00:11:01.000,,t,m
565,1802-02-10 00:11:46.000,,S,m
566,1802-02-17 00:09:40.250,,S,m
566,1802-02-17 00:10:25.000,,t,m
566,1802-02-17 00:11:54.000,,S,m
567,1802-02-19 00:09:36.250,,S,m
567,1802-02-19 00:09:57.000,,t,m
567,1802-02-19 00:11:50.000,,S,m
568,1802-02-24 00:09:03.000,,S,m
568,1802-02-24 00:11:06.000,,t,m
568,1802-02-24 00:11:15.500,,S,m
569,1802-02-27 00:08:32.500,,S,m
569,1802-02-27 00:10:04.000,,t,m
569,1802-02-27 00:10:44.750,,S,m
570,1802-02-28 00:08:22.000,,S,m
570,1802-02-28 00:08:50.000,,t_1,m
570,1802-02-28 00:09:41.000,,t_2,m
570,1802-02-28 00:10:34.500,,S,m
571,1802-03-03 00:07:45.500,,S,m
571,1802-03-03 00:08:25.000,,t,m
571,1802-03-03 00:09:57.000,,S,m
572,1802-10-03 11:50:09.500,,S,m
572,1802-10-03 11:51:55.000,,t,m
572,1802-10-03 11:52:19.250,,S,m
573,1802-10-04 11:49:45.000,,S,m
573,1802-10-04 11:51:22.000,,t,m
573,1802-10-04 11:52:55.000,1802-10-04 11:51:55.000,S,m
574,1802-10-07 11:48:33.500,,S,m
574,1802-10-07 11:49:34.000,,t,m
574,1802-10-07 11:50:43.500,,S,m
575,1802-10-11 11:47:04.500,,S,m
575,1802-10-11 11:47:20.000,,t,m
575,1802-10-11 11:49:15.500,,S,m
576,1805-03-14 00:10:49.500,,S,m
576,1805-03-14 00:12:00.000,,t,m
576,1805-03-14 00:13:00.000,,S,m
577,1805-03-16 00:10:21.000,,S,m
577,1805-03-16 00:11:05.000,,t,m
577,1805-03-16 00:12:31.500,,S,m
578,1805-03-19 00:09:35.250,,S,m
578,1805-03-19 00:09:47.000,,t,m
578,1805-03-19 00:11:45.500,,S,m
579,1805-03-19 00:09:00.750,,S,m
579,1805-03-19 00:09:05.000,,t,m
579,1805-03-19 00:11:11.000,,S,m
580,1805-04-08 00:05:48.500,,S,m
580,1805-04-08 00:07:25.000,,t,m
580,1805-04-08 00:07:59.250,,S,m
581,1805-04-11 11:56:50.000,,S,m
581,1805-04-11 11:57:52.500,,t,m
581,1805-04-11 11:59:00.500,,S,m
582,1805-04-11 00:00:35.500,,S,m
582,1805-04-11 00:01:37.250,,t,m
582,1805-04-11 00:02:46.000,,S,m
583,1805-04-11 00:06:29.000,,S,m
583,1805-04-11 00:07:30.000,,t,m
583,1805-04-11 00:08:39.330,,S,m
584,1805-04-11 00:09:42.500,,S,m
584,1805-04-11 00:10:43.750,,t,m
584,1805-04-11 00:11:54.250,,S,m
585,1807-02-09 00:16:53.500,,S,m
585,1807-02-09 00:18:39.000,,t,m
585,1807-02-09 00:19:11.000,,S,m
586,1808-11-19 11:45:07.000,,S,m
586,1808-11-19 11:46:03.000,,t,m
586,1808-11-19 11:47:23.500,,S,m
587,1808-11-20 11:45:25.000,,S,m
587,1808-11-20 11:46:07.000,,t,m
587,1808-11-20 11:47:41.250,,S,m
588,1808-12-04 11:50:44.000,,S,m
588,1808-12-04 11:52:28.000,,t_1,m
588,1808-12-04 11:52:32.000,,t_2,m
588,1808-12-04 11:52:37.000,,t_3,m
588,1808-12-04 11:53:06.000,,S,m
589,1808-02-26 00:12:24.000,,S,m
589,1808-02-26 00:12:32.000,,t,m
589,1808-02-26 00:14:36.000,,S,m
590,1811-07-25 08:16:15.500,,S,m
590,1811-07-25 08:17:47.000,,t,m
590,1811-07-25 08:18:31.000,,S,m
591,1811-07-28 08:27:51.250,,S,m
591,1811-07-28 08:28:45.000,,t,m
591,1811-07-28 08:30:06.750,,S,m
592,1811-10-10 12:58:06.000,,S,m
592,1811-10-10 13:00:10.000,,t,m
592,1811-10-10 13:00:17.000,,S,m
593,1811-10-12 13:05:25.250,,S,m
593,1811-10-12 13:07:14.000,,t,m
593,1811-10-12 13:07:36.250,,S,m
594,1811-10-13 13:09:05.750,,S,m
594,1811-10-13 13:10:44.000,,t,m
594,1811-10-13 13:11:17.000,,S,m
595,1811-10-14 03:12:45.250,,S,m
595,1811-10-14 03:14:13.000,,t,m
595,1811-10-14 03:14:56.500,,S,m
596,1812-01-06 19:04:24.500,,S,m
596,1812-01-06 19:06:10.000,,t,m
596,1812-01-06 19:06:49.000,,S,m
597,1812-01-11 19:26:26.750,,S,m
597,1812-01-11 19:27:02.000,,t,m
597,1812-01-11 19:28:49.250,,S,m
598,1812-01-25 20:25:57.250,,S,m
598,1812-01-25 20:27:43.000,,t,m
598,1812-01-25 20:28:16.500,,S,m
599,1812-01-26 20:30:06.500,,S,m
599,1812-01-26 20:31:39.000,,t,m
599,1812-01-26 20:32:25.250,,S,m
600,1812-01-27 20:34:12.750,,S,m
600,1812-01-27 20:35:32.000,,t,m
600,1812-01-27 20:36:32.250,,S,m
601,1812-01-26 20:42:28.250,,S,m
601,1812-01-26 20:43:20.500,,t_1,m
601,1812-01-26 20:43:24.000,,t_2,m
601,1812-01-26 20:44:47.250,,S,m
602,1812-08-02 08:52:07.750,,S,m
602,1812-08-02 08:54:17.000,,t,m
602,1812-08-02 08:54:22.000,,S,m
603,1812-08-03 08:55:59.125,,S,m
603,1812-08-03 08:58:02.000,,t_A,m
603,1812-08-03 08:58:13.500,,S,m
604,1812-08-05 09:03:36.750,,S,m
604,1812-08-05 09:05:19.000,,t_A,m
604,1812-08-05 09:05:41.000,,t_B,m
604,1812-08-05 09:05:51.500,,S,m
605,1812-08-06 09:07:26.000,,S,m
605,1812-08-06 09:08:34.000,,t_A,m
605,1812-08-06 09:09:22.000,,t_B,m
605,1812-08-06 09:09:39.500,,S,m
606,1812-08-09 09:18:51.750,,S,m
606,1812-08-09 09:19:36.000,,t_A,m
606,1812-08-09 09:21:04.250,,S,m
607,1812-08-12 09:30:11.250,,S,m
607,1812-08-12 09:30:25.000,,t_A,m
607,1812-08-12 09:32:24.000,,S,m
608,1812-08-13 09:33:55.500,,S,m
608,1812-08-13 09:35:03.000,,t_C,m
608,1812-08-13 09:36:08.250,,S,m
609,1812-08-15 09:41:23.750,,S,m
609,1812-08-15 09:42:03.000,,t_C,m
609,1812-08-15 09:43:36.000,,S,m
610,1812-08-16 09:45:08.000,,S,m
610,1812-08-16 09:45:37.000,,t_C,m
610,1812-08-16 09:47:20.000,,S,m
611,1812-08-17 09:48:49.000,,S,m
611,1812-08-17 09:49:09.250,,t_C,m
611,1812-08-17 09:51:02.000,,S,m
612,1812-09-07 11:04:56.250,,S,m
612,1812-09-07 11:06:33.000,,t,m
612,1812-09-07 11:07:06.250,,S,m
613,1812-09-09 11:12:07.000,,S,m
613,1812-09-09 11:13:18.000,,t,m
613,1812-09-09 11:14:17.000,,S,m
614,1812-09-10 11:15:42.250,,S,m
614,1812-09-10 11:16:41.000,,t,m
614,1812-09-10 11:17:51.500,,S,m
615,1812-10-31 14:19:21.250,,S,m
615,1812-10-31 14:21:27.000,,t,m
615,1812-10-31 14:21:37.000,,S,m
616,1812-11-01 14:23:17.500,,S,m
616,1812-11-01 14:25:01.000,,t_m,m
616,1812-11-01 14:25:15.000,,t_s,m
616,1812-11-01 14:25:33.000,,S,m
617,1812-11-02 14:27:14.250,,S,m
617,1812-11-02 14:28:45.000,,t_m,m
617,1812-11-02 14:29:02.000,,t_s,m
617,1812-11-02 14:29:30.000,,S,m
618,1812-12-25 18:12:47.250,,S,m
618,1812-12-25 18:13:31.000,,t,m
618,1812-12-25 18:15:11.750,,S,m
619,1813-02-03 21:03:00.000,,S,m
619,1813-02-03 21:04:52.000,,t,m
619,1813-02-03 21:05:18.000,,S,m
620,1813-02-04 21:09:13.500,,S,m
620,1813-02-04 21:10:53.000,,t,m
620,1813-02-04 21:11:30.000,,S,m
621,1813-02-06 21:17:13.250,,S,m
621,1813-02-06 21:18:24.750,,t,m
621,1813-02-06 21:19:30.250,,S,m
622,1813-02-08 21:25:17.500,,S,m
622,1813-02-08 21:25:57.000,,t_1,m
622,1813-02-08 21:25:59.000,,t_2,m
622,1813-02-08 21:27:33.250,,S,m
623,1813-04-04 00:53:32.000,,S,m
623,1813-04-04 00:55:10.500,,t,m
623,1813-04-04 00:55:43.000,,S,m
624,1813-04-09 01:12:02.000,,S,m
624,1813-04-09 01:13:51.000,1813-04-09 01:12:51.000,t,m
624,1813-04-09 01:14:12.250,,S,m
625,1813-04-10 01:15:43.750,,S,m
625,1813-04-10 01:16:21.500,,t_a,m
625,1813-04-10 01:16:56.000,,t_b,m
625,1813-04-10 01:17:01.000,,t_c,m
625,1813-04-10 01:17:54.250,,S,m
626,1813-04-11 01:19:24.000,,S,m
626,1813-04-11 01:19:50.500,,t_a,m
626,1813-04-11 01:20:22.000,,t_b,m
626,1813-04-11 01:21:31.000,,t_c,m
626,1813-04-11 01:21:34.250,,S,m
627,1813-04-12 01:23:05.250,,S,m
627,1813-04-12 01:23:23.000,,t_a,m
627,1813-04-12 01:23:52.000,,t_b,m
627,1813-04-12 01:23:59.000,,t_c,m
627,1813-04-12 01:25:15.500,,S,m
628,1813-04-14 01:29:25.500,,S,m
628,1813-04-14 01:29:50.000,,t_b,m
628,1813-04-14 01:31:36.250,,S,m
629,1813-05-16 03:31:54.500,,S,m
629,1813-05-16 03:32:26.000,,t,m
629,1813-05-16 03:34:09.500,,S,m
630,1813-06-23 06:08:25.250,,S,m
630,1813-06-23 06:10:03.000,,t_1,m
630,1813-06-23 06:10:07.000,,t_2,m
630,1813-06-23 06:10:11.000,,t_3,m
630,1813-06-23 06:10:44.500,,S,m
631,1813-06-24 06:12:35.000,,S,m
631,1813-06-24 06:14:10.000,,t_3,m
631,1813-06-24 06:14:53.500,,S,m
632,1813-06-26 06:20:54.000,,S,m
632,1813-06-26 06:21:51.250,,t_1,m
632,1813-06-26 06:23:13.000,,S,m
633,1813-06-27 06:25:02.000,,S,m
633,1813-06-27 06:25:47.000,,t_1,m
633,1813-06-27 06:27:21.500,,S,m
634,1813-06-28 06:29:11.250,,S,m
634,1813-06-28 06:29:42.250,,t_1,m
634,1813-06-28 06:31:30.000,,S,m
635,1813-07-01 06:41:36.000,,S,m
635,1813-07-01 06:41:44.000,,t_1,m
635,1813-07-01 06:43:55.000,,S,m
636,1813-07-05 06:58:11.250,,S,m
636,1813-07-05 06:59:09.000,,t_B,m
636,1813-07-05 06:59:39.000,,t_A,m
636,1813-07-05 07:00:29.250,,S,m
637,1813-07-29 08:35:09.500,,S,m
637,1813-07-29 08:36:38.000,,t_1,m
637,1813-07-29 08:36:40.000,,t_2,m
637,1813-07-29 08:37:25.000,,S,m
638,1813-08-02 08:50:40.250,,S,m
638,1813-08-02 08:51:14.000,,t,m
